timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685176924031,858,GetTeachers,200,OK,Database 1-592,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,840,0,655
1685176924011,913,GetTeachers,200,OK,Database 1-877,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,913,0,876
1685176924022,964,GetTeachers,200,OK,Database 1-92,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,964,0,895
1685176924021,992,GetTeachers,200,OK,Database 1-558,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,992,0,896
1685176924127,901,GetTeachers,200,OK,Database 1-247,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,901,0,809
1685176924149,909,GetTeachers,200,OK,Database 1-148,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,909,0,797
1685176924032,1041,GetTeachers,200,OK,Database 1-490,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1041,0,914
1685176924022,1051,GetTeachers,200,OK,Database 1-819,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1051,0,927
1685176924025,1063,GetTeachers,200,OK,Database 1-66,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1063,0,924
1685176924133,985,GetTeachers,200,OK,Database 1-967,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,985,0,829
1685176924103,1031,GetTeachers,200,OK,Database 1-229,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1031,0,861
1685176924018,1131,GetTeachers,200,OK,Database 1-16,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1131,0,950
1685176924174,990,GetTeachers,200,OK,Database 1-4,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,990,0,797
1685176924112,1086,GetTeachers,200,OK,Database 1-921,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1086,0,860
1685176924084,1429,GetTeachers,200,OK,Database 1-306,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1429,0,1114
1685176924023,1493,GetTeachers,200,OK,Database 1-866,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1493,0,1175
1685176924045,1474,GetTeachers,200,OK,Database 1-894,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1474,0,1153
1685176924092,1427,GetTeachers,200,OK,Database 1-400,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1427,0,1108
1685176924136,1385,GetTeachers,200,OK,Database 1-636,text,true,,12127,159,1000,1000,https://192.168.1.204:3001/teacher,1385,0,1076
