timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685175095505,662,GetTeachers,200,OK,Database 1-24,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,637,0,493
1685175095517,654,GetTeachers,200,OK,Database 1-144,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,647,0,486
1685175095511,690,GetTeachers,200,OK,Database 1-72,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,655,0,494
1685175095526,682,GetTeachers,200,OK,Database 1-45,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,682,0,471
1685175095528,682,GetTeachers,200,OK,Database 1-408,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,682,0,476
1685175095506,707,GetTeachers,200,OK,Database 1-21,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,707,0,495
1685175095503,710,GetTeachers,200,OK,Database 1-444,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,710,0,506
1685175095525,688,GetTeachers,200,OK,Database 1-486,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,688,0,486
1685175095532,684,GetTeachers,200,OK,Database 1-198,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,683,0,476
1685175095520,719,GetTeachers,200,OK,Database 1-102,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,719,0,680
1685175095510,804,GetTeachers,200,OK,Database 1-63,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,804,0,750
1685175095527,790,GetTeachers,200,OK,Database 1-9,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,790,0,734
1685175095514,830,GetTeachers,200,OK,Database 1-249,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,830,0,764
1685175095503,843,GetTeachers,200,OK,Database 1-60,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,843,0,511
1685175095513,846,GetTeachers,200,OK,Database 1-258,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,846,0,766
1685175095509,865,GetTeachers,200,OK,Database 1-420,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,865,0,776
1685175095509,880,GetTeachers,200,OK,Database 1-378,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,880,0,776
1685175095526,878,GetTeachers,200,OK,Database 1-228,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,878,0,765
1685175095526,910,GetTeachers,200,OK,Database 1-168,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,910,0,790
1685175095506,958,GetTeachers,200,OK,Database 1-6,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,958,0,880
1685175095519,975,GetTeachers,200,OK,Database 1-498,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,975,0,890
1685175095528,981,GetTeachers,200,OK,Database 1-141,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,981,0,883
1685175095502,1042,GetTeachers,200,OK,Database 1-287,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,1041,0,519
1685175095510,1350,GetTeachers,200,OK,Database 1-333,text,true,,12235,159,500,500,https://192.168.1.204:3001/teacher,1350,0,1002
